"Time","my_snoring.mean"
2021-12-04 06:05:05,0.0637
2021-12-04 06:05:10,0.0660
2021-12-04 06:05:15,0.0659
2021-12-04 06:05:20,0.0656
2021-12-04 06:05:25,0.0658
2021-12-04 06:05:30,0.0657
2021-12-04 06:05:35,0.0661
2021-12-04 06:05:40,0.0661
2021-12-04 06:05:45,0.0659
2021-12-04 06:05:50,0.0662
2021-12-04 06:05:55,0.0658
2021-12-04 06:06:00,0.0659
2021-12-04 06:06:05,0.0659
2021-12-04 06:06:10,0.0660
2021-12-04 06:06:15,0.0658
2021-12-04 06:06:20,0.0662
2021-12-04 06:06:25,0.0661
2021-12-04 06:06:30,0.0660
2021-12-04 06:06:35,0.0661
2021-12-04 06:06:40,0.0932
2021-12-04 06:06:45,0.0659
2021-12-04 06:06:50,0.0651
2021-12-04 06:06:55,0.0658
2021-12-04 06:07:00,0.0662
2021-12-04 06:07:05,0.0657
2021-12-04 06:07:10,0.0660
2021-12-04 06:07:15,0.0660
2021-12-04 06:07:20,0.0660
2021-12-04 06:07:25,0.0655
2021-12-04 06:07:30,0.0658
2021-12-04 06:07:35,0.0658
2021-12-04 06:07:40,0.0660
2021-12-04 06:07:45,0.0659
2021-12-04 06:07:50,0.0655
2021-12-04 06:07:55,0.0660
2021-12-04 06:08:00,0.0882
2021-12-04 06:08:05,0.0660
2021-12-04 06:08:10,0.0658
2021-12-04 06:08:15,0.130
2021-12-04 06:08:20,0.0680
2021-12-04 06:08:25,0.148
2021-12-04 06:08:30,0.0657
2021-12-04 06:08:35,0.0748
2021-12-04 06:08:40,0.0654
2021-12-04 06:08:45,0.0715
2021-12-04 06:08:50,0.0731
2021-12-04 06:08:55,0.0869
2021-12-04 06:09:00,0.0849
2021-12-04 06:09:05,0.0827
2021-12-04 06:09:10,0.0850
2021-12-04 06:09:15,0.0677
2021-12-04 06:09:20,0.0661
2021-12-04 06:09:25,0.0660
2021-12-04 06:09:30,0.0657
2021-12-04 06:09:35,0.0656
2021-12-04 06:09:40,0.111
2021-12-04 06:09:45,0.0655
2021-12-04 06:09:50,0.0723
2021-12-04 06:09:55,0.0717
2021-12-04 06:10:00,0.0674
2021-12-04 06:10:05,0.0685
2021-12-04 06:10:10,0.0658
2021-12-04 06:10:15,0.0725
2021-12-04 06:10:20,0.0669
2021-12-04 06:10:25,0.0673
2021-12-04 06:10:30,0.107
2021-12-04 06:10:35,0.0662
2021-12-04 06:10:40,0.0744
2021-12-04 06:10:45,0.0722
2021-12-04 06:10:50,0.137
2021-12-04 06:10:55,0.119
2021-12-04 06:11:00,0.0739
2021-12-04 06:11:05,0.0657
2021-12-04 06:11:10,0.0709
2021-12-04 06:11:15,0.185
2021-12-04 06:11:20,0.0656
2021-12-04 06:11:25,0.0752
2021-12-04 06:11:30,0.101
2021-12-04 06:11:35,0.0846
2021-12-04 06:11:40,0.0711
2021-12-04 06:11:45,0.0634
2021-12-04 06:11:50,0.0633
2021-12-04 06:11:55,0.0628
2021-12-04 06:12:00,0.0659
2021-12-04 06:12:05,0.0642
2021-12-04 06:12:10,0.0646
2021-12-04 06:12:15,0.0660
2021-12-04 06:12:20,0.0652
2021-12-04 06:12:25,0.0660
2021-12-04 06:12:30,0.0660
2021-12-04 06:12:35,0.0658
2021-12-04 06:12:40,0.0658
2021-12-04 06:12:45,0.0661
2021-12-04 06:12:50,0.0662
2021-12-04 06:12:55,0.0658
2021-12-04 06:13:00,0.0655
2021-12-04 06:13:05,0.0660
2021-12-04 06:13:10,0.0659
2021-12-04 06:13:15,0.0661
2021-12-04 06:13:20,0.0660
2021-12-04 06:13:25,0.0660
2021-12-04 06:13:30,0.0654
2021-12-04 06:13:35,0.0652
2021-12-04 06:13:40,0.0659
2021-12-04 06:13:45,0.0659
2021-12-04 06:13:50,0.0661
2021-12-04 06:13:55,0.0667
2021-12-04 06:14:00,0.0660
2021-12-04 06:14:05,0.0659
2021-12-04 06:14:10,0.0658
2021-12-04 06:14:15,0.0662
2021-12-04 06:14:20,0.0785
2021-12-04 06:14:25,0.0668
2021-12-04 06:14:30,0.0982
2021-12-04 06:14:35,0.0854
2021-12-04 06:14:40,0.0814
2021-12-04 06:14:45,0.0660
2021-12-04 06:14:50,0.0662
2021-12-04 06:14:55,0.0659
2021-12-04 06:15:00,0.0657
2021-12-04 06:15:05,0.0651
2021-12-04 06:15:10,0.0658
2021-12-04 06:15:15,0.0661
2021-12-04 06:15:20,0.0657
2021-12-04 06:15:25,0.0661
2021-12-04 06:15:30,0.0659
2021-12-04 06:15:35,0.0660
2021-12-04 06:15:40,0.0660
2021-12-04 06:15:45,0.0656
2021-12-04 06:15:50,0.0657
2021-12-04 06:15:55,0.0656
2021-12-04 06:16:00,0.0649
2021-12-04 06:16:05,0.0650
2021-12-04 06:16:10,0.0656
2021-12-04 06:16:15,0.0653
2021-12-04 06:16:20,0.0660
2021-12-04 06:16:25,0.0651
2021-12-04 06:16:30,0.0657
2021-12-04 06:16:35,0.0657
2021-12-04 06:16:40,0.0655
2021-12-04 06:16:45,0.0652
2021-12-04 06:16:50,0.0660
2021-12-04 06:16:55,0.0656
2021-12-04 06:17:00,0.113
2021-12-04 06:17:05,0.0659
2021-12-04 06:17:10,0.0658
2021-12-04 06:17:15,0.0661
2021-12-04 06:17:20,0.0660
2021-12-04 06:17:25,0.0655
2021-12-04 06:17:30,0.0659
2021-12-04 06:17:35,0.0660
2021-12-04 06:17:40,0.0655
2021-12-04 06:17:45,0.0696
2021-12-04 06:17:50,0.0658
2021-12-04 06:17:55,0.0660
2021-12-04 06:18:00,0.0659
2021-12-04 06:18:05,0.0658
2021-12-04 06:18:10,0.0657
2021-12-04 06:18:15,0.105
2021-12-04 06:18:20,0.0668
2021-12-04 06:18:25,0.0655
2021-12-04 06:18:30,0.0654
2021-12-04 06:18:35,0.0650
2021-12-04 06:18:40,0.0828
2021-12-04 06:18:45,0.123
2021-12-04 06:18:50,0.112
2021-12-04 06:18:55,0.0691
2021-12-04 06:19:00,0.0745
2021-12-04 06:19:05,0.0665
2021-12-04 06:19:10,0.0830
2021-12-04 06:19:15,0.0705
2021-12-04 06:19:20,0.0720
2021-12-04 06:19:25,0.0658
2021-12-04 06:19:30,0.0661
2021-12-04 06:19:35,0.0954
2021-12-04 06:19:40,0.0658
2021-12-04 06:19:45,0.0658
2021-12-04 06:19:50,0.0660
2021-12-04 06:19:55,0.0662
2021-12-04 06:20:00,0.0660
2021-12-04 06:20:05,0.0657
2021-12-04 06:20:10,0.0667
2021-12-04 06:20:15,0.0892
2021-12-04 06:20:20,0.0660
2021-12-04 06:20:25,0.0888
2021-12-04 06:20:30,0.0661
2021-12-04 06:20:35,0.0873
2021-12-04 06:20:40,0.0656
2021-12-04 06:20:45,0.0660
2021-12-04 06:20:50,0.138
2021-12-04 06:20:55,0.0659
2021-12-04 06:21:00,0.0913
2021-12-04 06:21:05,0.0738
2021-12-04 06:21:10,0.0799
2021-12-04 06:21:15,0.0968
2021-12-04 06:21:20,0.0661
2021-12-04 06:21:25,0.0837
2021-12-04 06:21:30,0.0660
2021-12-04 06:21:35,0.0754
2021-12-04 06:21:40,0.0794
2021-12-04 06:21:45,0.0734
2021-12-04 06:21:50,0.0874
2021-12-04 06:21:55,0.0645
2021-12-04 06:22:00,0.0661
2021-12-04 06:22:05,0.120
2021-12-04 06:22:10,0.0896
2021-12-04 06:22:15,0.117
2021-12-04 06:22:20,0.0703
2021-12-04 06:22:25,0.0658
2021-12-04 06:22:30,0.0661
2021-12-04 06:22:35,0.0660
2021-12-04 06:22:40,0.0659
2021-12-04 06:22:45,0.0658
2021-12-04 06:22:50,0.0662
2021-12-04 06:22:55,0.0657
2021-12-04 06:23:00,0.0715
2021-12-04 06:23:05,0.0982
2021-12-04 06:23:10,0.0693
2021-12-04 06:23:15,0.0854
2021-12-04 06:23:20,0.0716
2021-12-04 06:23:25,0.0658
2021-12-04 06:23:30,0.0658
2021-12-04 06:23:35,0.0717
2021-12-04 06:23:40,0.0878
2021-12-04 06:23:45,0.123
2021-12-04 06:23:50,0.0816
2021-12-04 06:23:55,0.110
2021-12-04 06:24:00,0.0658
2021-12-04 06:24:05,0.0816
2021-12-04 06:24:10,0.0657
2021-12-04 06:24:15,0.0658
2021-12-04 06:24:20,0.0881
2021-12-04 06:24:25,0.0657
2021-12-04 06:24:30,0.0936
2021-12-04 06:24:35,0.0661
2021-12-04 06:24:40,0.105
2021-12-04 06:24:45,0.0735
2021-12-04 06:24:50,0.0744
2021-12-04 06:24:55,0.0656
2021-12-04 06:25:00,0.0660
2021-12-04 06:25:05,0.0659
2021-12-04 06:25:10,0.0659
2021-12-04 06:25:15,0.0660
2021-12-04 06:25:20,0.0659
2021-12-04 06:25:25,0.0670
2021-12-04 06:25:30,0.0656
2021-12-04 06:25:35,0.0661
2021-12-04 06:25:40,0.0656
2021-12-04 06:25:45,0.0650
2021-12-04 06:25:50,0.0656
2021-12-04 06:25:55,0.0655
2021-12-04 06:26:00,0.0657
2021-12-04 06:26:05,0.0658
2021-12-04 06:26:10,0.0975
2021-12-04 06:26:15,0.0663
2021-12-04 06:26:20,0.0656
2021-12-04 06:26:25,0.0660
2021-12-04 06:26:30,0.0656
2021-12-04 06:26:35,0.0659
2021-12-04 06:26:40,0.0657
2021-12-04 06:26:45,0.0658
2021-12-04 06:26:50,0.0661
2021-12-04 06:26:55,0.0661
2021-12-04 06:27:00,0.0658
2021-12-04 06:27:05,0.0834
2021-12-04 06:27:10,0.0651
2021-12-04 06:27:15,0.0657
2021-12-04 06:27:20,0.0929
2021-12-04 06:27:25,0.0661
2021-12-04 06:27:30,0.0661
2021-12-04 06:27:35,0.159
2021-12-04 06:27:40,0.0659
2021-12-04 06:27:45,0.0960
2021-12-04 06:27:50,0.102
2021-12-04 06:27:55,0.0667
2021-12-04 06:28:00,0.181
2021-12-04 06:28:05,0.0660
2021-12-04 06:28:10,0.0660
2021-12-04 06:28:15,0.0659
2021-12-04 06:28:20,0.0659
2021-12-04 06:28:25,0.0743
2021-12-04 06:28:30,0.0733
2021-12-04 06:28:35,0.0662
2021-12-04 06:28:40,0.0657
2021-12-04 06:28:45,0.0661
2021-12-04 06:28:50,0.0658
2021-12-04 06:28:55,0.0654
