0.021545421	-0.030675715	-0.0080911005	-0.090775065	0.06448266	0.074578464	0.018054983	0.05360672	0.051778935	-0.070727	-0.010343925	-0.06048357	-0.013522069	0.022325456	-0.0059795463	-0.08531505
-0.11671193	0.0062298696	-0.10127307	-0.06408241	0.118462205	0.011976173	-0.004545576	0.13645618	0.13122386	-0.11978392	-0.0947935	-0.104326755	0.0596473	-0.0625311	0.10625866	0.016651884
-0.15006576	0.09112829	-0.11455974	-0.10516203	0.17237906	0.04828888	-0.026791349	0.17865972	0.17986754	-0.17182311	-0.19053394	-0.15344584	-0.0010009832	-0.11382983	0.123114444	-0.022650251
0.500348	-0.32358006	0.43372658	0.38735265	-0.5020489	0.10392895	0.16554575	-0.515222	-0.5206424	0.560385	0.5263317	0.5846591	-0.26948687	0.36630413	-0.3220197	-0.09222824
0.03748441	-0.055371627	0.033424262	-0.044690482	-0.027298491	0.011095077	0.0032522364	-0.03526391	-0.029100442	0.0010698957	0.03655254	0.034065206	-0.06536512	0.0008561711	-0.004608808	-0.013973977
-0.03192419	0.07916693	-0.027618496	-0.07898115	0.079931915	0.052587446	0.019836484	0.10079151	0.09932113	-0.049898483	-0.015026002	-0.07559299	-0.0036722114	-0.08553098	0.05089583	0.015860563
0.44934523	-0.37132812	0.41521236	0.32587782	-0.4817596	0.3649699	0.37193552	-0.5149395	-0.4464927	0.47692272	0.49446994	0.492076	-0.44983238	0.39220747	-0.35347584	-0.29753858
-0.053964894	0.088958435	-0.09374239	-0.05949873	0.06636234	-0.015881311	-0.044116903	0.06865869	0.0067590163	-0.11497139	-0.047320183	-0.04627253	0.06319216	-0.08997739	0.04383341	-0.024199804
0.4182556	-0.2841895	0.32195523	0.23596407	-0.36077076	0.27154246	0.28733388	-0.42891502	-0.36836848	0.35471326	0.4150988	0.47154927	-0.3586227	0.32654202	-0.33595535	-0.28571403
0.050490167	-0.069051266	0.018270778	-0.06311708	0.029141782	-0.0058171577	0.017708847	-0.011175381	-0.026361823	-0.014739104	-0.033177644	-0.0060999966	-0.0016789469	0.001565469	-0.025165262	-0.021700788
