Betalingsregelingen-Betaalgegeven;id,idExtern,idGegevensbeheerder,code,rekeningnummer,relatie
Betalingsregelingen-Betalingsregeling;id,idExtern,idGegevensbeheerder,code,omschrijving,status,begindatum,einddatum,bedrag,betaalgegeven,boekingen,debiteur,eindeReden,incassowijze,overeenkomst,prolongatieInterval,saldo,termijnen,termijnenAantal,extra-attributen,informatieobjecten
Betalingsregelingen-BetalingsregelingTermijn;id,idExtern,idGegevensbeheerder,code,omschrijving,status,datum,vervaldatum,bedrag,saldo
Betalingsregelingen-Boeking;id,idExtern,idGegevensbeheerder,code,overeenkomst
ExtraAttribuut;naam,waarde
Foutbericht;code,omschrijving
Informatieobject;id,idExtern,idGegevensbeheerder,code,soort,detailSoort,onderwerp,subonderwerp,titel,beschrijving,bestand,bestandsgrootte,bestandslocatie,bestandsnaam,externePublicatie,externePublicatietekst,formaat,gebruiksrechten,taal,versie,vertrouwelijkheid
Referentiedata;code,naam
